GL_account,GL_account_description,account_id,partition_ledger_year_month,amount_usd
112010,JP Morgan USD A/C - EUR,1108149,202209,53888.21
112010,JP Morgan USD A/C - EUR,1108149,202210,0
112010,JP Morgan USD A/C - EUR,1108149,202211,276508.91
112010,JP Morgan USD A/C - EUR,1108149,202212,0
112010,JP Morgan USD A/C - EUR,1108149,202301,0
112010,JP Morgan USD A/C - EUR,1108149,201802,0
112010,JP Morgan USD A/C - EUR,1108149,202303,0
112010,JP Morgan USD A/C - EUR,1108149,202304,0
112010,JP Morgan USD A/C - EUR,1108149,202305,0
112010,JP Morgan USD A/C - EUR,1108149,202306,0
112010,JP Morgan USD A/C - EUR,1108149,201807,0
112010,JP Morgan USD A/C - EUR,1108149,202308,0
112010,JP Morgan USD A/C - EUR,1108149,202309,0
112010,JP Morgan USD A/C - EUR,1108149,202310,0
112010,JP Morgan USD A/C - EUR,1108149,202311,0
112010,JP Morgan USD A/C - EUR,1108149,202312,-75901.73
112010,JP Morgan USD A/C - EUR,1108149,202401,15663.3
112010,JP Morgan USD A/C - EUR,1108149,202402,0
112010,JP Morgan USD A/C - EUR,1108149,202403,0
112010,JP Morgan USD A/C - EUR,1108149,202404,0
112010,JP Morgan USD A/C - EUR,1108149,202405,0
112010,JP Morgan USD A/C - EUR,1108149,202406,0
112010,JP Morgan USD A/C - GBP,1108150,202001,-166048.7
112010,JP Morgan USD A/C - GBP,1108150,202002,-830643.51
112010,JP Morgan USD A/C - GBP,1108150,202003,-275849.27
112010,JP Morgan USD A/C - GBP,1108150,202004,-210857.71
112010,JP Morgan USD A/C - GBP,1108150,202005,-380137.57
112010,JP Morgan USD A/C - GBP,1108150,202006,-213354.06
112010,JP Morgan USD A/C - GBP,1108150,202007,-428955.11
112010,JP Morgan USD A/C - GBP,1108150,202008,-126522.86
112010,JP Morgan USD A/C - GBP,1108150,202009,-176647.51
112010,JP Morgan USD A/C - GBP,1108150,202010,-73275.54
112010,JP Morgan USD A/C - GBP,1108150,202011,-13925.77
112010,JP Morgan USD A/C - GBP,1108150,202012,-36192.27
112010,JP Morgan USD A/C - GBP,1108150,202101,-157297.91
112010,JP Morgan USD A/C - GBP,1108150,202102,-202970.6
112010,JP Morgan USD A/C - GBP,1108150,202103,-26428.35
112010,JP Morgan USD A/C - GBP,1108150,202104,-39291.62
112010,JP Morgan USD A/C - GBP,1108150,202105,-59029.13
112010,JP Morgan USD A/C - GBP,1108150,202106,0
112010,JP Morgan USD A/C - GBP,1108150,202107,-5272.02
112010,JP Morgan USD A/C - GBP,1108150,202108,0
112010,JP Morgan USD A/C - GBP,1108150,202109,-30356
112010,JP Morgan USD A/C - GBP,1108150,202110,0
112010,JP Morgan USD A/C - GBP,1108150,202111,-5923.75
112010,JP Morgan USD A/C - GBP,1108150,202112,-15953.14
112010,JP Morgan USD A/C - GBP,1108150,202201,-6824.18
112010,JP Morgan USD A/C - GBP,1108150,202202,-10278.68
112010,JP Morgan USD A/C - GBP,1108150,202203,-7991.17
112010,JP Morgan USD A/C - GBP,1108150,202204,-53666.65
112010,JP Morgan USD A/C - GBP,1108150,202205,-113330.06
112010,JP Morgan USD A/C - GBP,1108150,202206,-121986.7
112010,JP Morgan USD A/C - GBP,1108150,202207,-37407.29
112010,JP Morgan USD A/C - GBP,1108150,202208,-73446.93
112010,JP Morgan USD A/C - GBP,1108150,202209,-99976.31
112010,JP Morgan USD A/C - GBP,1108150,202210,-129396.83
112010,JP Morgan USD A/C - GBP,1108150,202211,-166271.83
112010,JP Morgan USD A/C - GBP,1108150,202212,-118911.99
112010,JP Morgan USD A/C - GBP,1108150,202301,-132645.91
112010,JP Morgan USD A/C - GBP,1108150,201802,-97205.67
112010,JP Morgan USD A/C - GBP,1108150,202303,-212769.29
112010,JP Morgan USD A/C - GBP,1108150,202304,-127894.11
112010,JP Morgan USD A/C - GBP,1108150,202305,-115296.51
112010,JP Morgan USD A/C - GBP,1108150,202306,-221191.85
112010,JP Morgan USD A/C - GBP,1108150,201807,-179632.33
112010,JP Morgan USD A/C - GBP,1108150,202308,-275183.19
112010,JP Morgan USD A/C - GBP,1108150,202309,-233645.97
112010,JP Morgan USD A/C - GBP,1108150,202310,-223546.47
112010,JP Morgan USD A/C - GBP,1108150,202311,-176546.93
112010,JP Morgan USD A/C - GBP,1108150,202312,-231954.41
112010,JP Morgan USD A/C - GBP,1108150,202401,-220432.76
112010,JP Morgan USD A/C - GBP,1108150,202402,-111196.4
112010,JP Morgan USD A/C - GBP,1108150,202403,-365756.91
112010,JP Morgan USD A/C - GBP,1108150,202404,-204226.88
112010,JP Morgan USD A/C - GBP,1108150,202405,-68503.3
112010,JP Morgan USD A/C - GBP,1108150,202406,-328310.74
112010,JP Morgan USD A/C - JPY,1108151,202001,0
112010,JP Morgan USD A/C - JPY,1108151,202002,0
112010,JP Morgan USD A/C - JPY,1108151,202003,0
112010,JP Morgan USD A/C - JPY,1108151,202004,0
112010,JP Morgan USD A/C - JPY,1108151,202005,0
112010,JP Morgan USD A/C - JPY,1108151,202006,0
112010,JP Morgan USD A/C - JPY,1108151,202007,-204.81
112010,JP Morgan USD A/C - JPY,1108151,202008,0
112010,JP Morgan USD A/C - JPY,1108151,202009,0
112010,JP Morgan USD A/C - JPY,1108151,202010,0
112010,JP Morgan USD A/C - JPY,1108151,202011,0
112010,JP Morgan USD A/C - JPY,1108151,202012,0
112010,JP Morgan USD A/C - JPY,1108151,202101,0
112010,JP Morgan USD A/C - JPY,1108151,202102,0
112010,JP Morgan USD A/C - JPY,1108151,202103,0
112010,JP Morgan USD A/C - JPY,1108151,202104,0
112010,JP Morgan USD A/C - JPY,1108151,202105,0
112010,JP Morgan USD A/C - JPY,1108151,202106,0
112010,JP Morgan USD A/C - JPY,1108151,202107,0
112010,JP Morgan USD A/C - JPY,1108151,202108,0
112010,JP Morgan USD A/C - JPY,1108151,202109,0
112010,JP Morgan USD A/C - JPY,1108151,202110,0
112010,JP Morgan USD A/C - JPY,1108151,202111,0
112010,JP Morgan USD A/C - JPY,1108151,202112,0
112010,JP Morgan USD A/C - JPY,1108151,202201,0
112010,JP Morgan USD A/C - JPY,1108151,202202,0
112010,JP Morgan USD A/C - JPY,1108151,202203,0
112010,JP Morgan USD A/C - JPY,1108151,202204,0
112010,JP Morgan USD A/C - JPY,1108151,202205,0
112010,JP Morgan USD A/C - JPY,1108151,202206,0
112010,JP Morgan USD A/C - JPY,1108151,202207,0
112010,JP Morgan USD A/C - JPY,1108151,202208,0
112010,JP Morgan USD A/C - JPY,1108151,202209,0
112010,JP Morgan USD A/C - JPY,1108151,202210,0
112010,JP Morgan USD A/C - JPY,1108151,202211,0
112010,JP Morgan USD A/C - JPY,1108151,202212,0
112010,JP Morgan USD A/C - JPY,1108151,202301,0
112010,JP Morgan USD A/C - JPY,1108151,201802,0
112010,JP Morgan USD A/C - JPY,1108151,202303,0
112010,JP Morgan USD A/C - JPY,1108151,202304,0
112010,JP Morgan USD A/C - JPY,1108151,202305,0
112010,JP Morgan USD A/C - JPY,1108151,202306,0
112010,JP Morgan USD A/C - JPY,1108151,201807,0
112010,JP Morgan USD A/C - JPY,1108151,202308,0
112010,JP Morgan USD A/C - JPY,1108151,202309,0
112010,JP Morgan USD A/C - JPY,1108151,202310,0
112010,JP Morgan USD A/C - JPY,1108151,202311,0
112010,JP Morgan USD A/C - JPY,1108151,202312,0
112010,JP Morgan USD A/C - JPY,1108151,202401,0
112010,JP Morgan USD A/C - JPY,1108151,202402,0
112010,JP Morgan USD A/C - JPY,1108151,202403,0
112010,JP Morgan USD A/C - JPY,1108151,202404,0
112010,JP Morgan USD A/C - JPY,1108151,202405,0
112010,JP Morgan USD A/C - JPY,1108151,202406,0
112010,JP Morgan USD A/C - KRW,1108152,202001,8737.58
112010,JP Morgan USD A/C - KRW,1108152,202002,31557.51
112010,JP Morgan USD A/C - KRW,1108152,202003,0
112010,JP Morgan USD A/C - KRW,1108152,202004,0
112010,JP Morgan USD A/C - KRW,1108152,202005,0
112010,JP Morgan USD A/C - KRW,1108152,202006,0
112010,JP Morgan USD A/C - KRW,1108152,202007,0
112010,JP Morgan USD A/C - KRW,1108152,202008,0
112010,JP Morgan USD A/C - KRW,1108152,202009,66500.65
112010,JP Morgan USD A/C - KRW,1108152,202010,0
112010,JP Morgan USD A/C - KRW,1108152,202011,0
112010,JP Morgan USD A/C - KRW,1108152,202012,0
112010,JP Morgan USD A/C - KRW,1108152,202101,0
112010,JP Morgan USD A/C - KRW,1108152,202102,0
112010,JP Morgan USD A/C - KRW,1108152,202103,0
112010,JP Morgan USD A/C - KRW,1108152,202104,0
112010,JP Morgan USD A/C - KRW,1108152,202105,0
112010,JP Morgan USD A/C - KRW,1108152,202106,0
112010,JP Morgan USD A/C - KRW,1108152,202107,0
112010,JP Morgan USD A/C - KRW,1108152,202108,0
112010,JP Morgan USD A/C - KRW,1108152,202109,0
112010,JP Morgan USD A/C - KRW,1108152,202110,0
112010,JP Morgan USD A/C - KRW,1108152,202111,0
112010,JP Morgan USD A/C - KRW,1108152,202112,0
112010,JP Morgan USD A/C - KRW,1108152,202201,0
112010,JP Morgan USD A/C - KRW,1108152,202202,0
112010,JP Morgan USD A/C - KRW,1108152,202203,0
112010,JP Morgan USD A/C - KRW,1108152,202204,0
112010,JP Morgan USD A/C - KRW,1108152,202205,0
112010,JP Morgan USD A/C - KRW,1108152,202206,0
112010,JP Morgan USD A/C - KRW,1108152,202207,0
112010,JP Morgan USD A/C - KRW,1108152,202208,0
112010,JP Morgan USD A/C - KRW,1108152,202209,0
112010,JP Morgan USD A/C - KRW,1108152,202210,0
112010,JP Morgan USD A/C - KRW,1108152,202211,0
112010,JP Morgan USD A/C - KRW,1108152,202212,0
112010,JP Morgan USD A/C - KRW,1108152,202301,0
112010,JP Morgan USD A/C - KRW,1108152,201802,0
112010,JP Morgan USD A/C - KRW,1108152,202303,0
112010,JP Morgan USD A/C - KRW,1108152,202304,0
112010,JP Morgan USD A/C - KRW,1108152,202305,0
112010,JP Morgan USD A/C - KRW,1108152,202306,0
112010,JP Morgan USD A/C - KRW,1108152,201807,0
112010,JP Morgan USD A/C - KRW,1108152,202308,0
112010,JP Morgan USD A/C - KRW,1108152,202309,0
112010,JP Morgan USD A/C - KRW,1108152,202310,0
112010,JP Morgan USD A/C - KRW,1108152,202311,0
112010,JP Morgan USD A/C - KRW,1108152,202312,0
112010,JP Morgan USD A/C - KRW,1108152,202401,0
112010,JP Morgan USD A/C - KRW,1108152,202402,0
112010,JP Morgan USD A/C - KRW,1108152,202403,0
112010,JP Morgan USD A/C - KRW,1108152,202404,0
112010,JP Morgan USD A/C - KRW,1108152,202405,0
112010,JP Morgan USD A/C - KRW,1108152,202406,0
112010,JP Morgan USD A/C - NOK,1108153,202001,0
112010,JP Morgan USD A/C - NOK,1108153,202002,0
112010,JP Morgan USD A/C - NOK,1108153,202003,0
112010,JP Morgan USD A/C - NOK,1108153,202004,0
112010,JP Morgan USD A/C - NOK,1108153,202005,0
112010,JP Morgan USD A/C - NOK,1108153,202006,0
112010,JP Morgan USD A/C - NOK,1108153,202007,0
112010,JP Morgan USD A/C - NOK,1108153,202008,0
112010,JP Morgan USD A/C - NOK,1108153,202009,0
112010,JP Morgan USD A/C - NOK,1108153,202010,0
112010,JP Morgan USD A/C - NOK,1108153,202011,0
112010,JP Morgan USD A/C - NOK,1108153,202012,0
112010,JP Morgan USD A/C - NOK,1108153,202101,0
112010,JP Morgan USD A/C - NOK,1108153,202102,0
112010,JP Morgan USD A/C - NOK,1108153,202103,0
112010,JP Morgan USD A/C - NOK,1108153,202104,0
112010,JP Morgan USD A/C - NOK,1108153,202105,0
112010,JP Morgan USD A/C - NOK,1108153,202106,0
112010,JP Morgan USD A/C - NOK,1108153,202107,0
112010,JP Morgan USD A/C - NOK,1108153,202108,0
112010,JP Morgan USD A/C - NOK,1108153,202109,0
112010,JP Morgan USD A/C - NOK,1108153,202110,0
112010,JP Morgan USD A/C - NOK,1108153,202111,0
112010,JP Morgan USD A/C - NOK,1108153,202112,-5512.89
112010,JP Morgan USD A/C - NOK,1108153,202201,0
112010,JP Morgan USD A/C - NOK,1108153,202202,0
112010,JP Morgan USD A/C - NOK,1108153,202203,0
112010,JP Morgan USD A/C - NOK,1108153,202204,0
112010,JP Morgan USD A/C - NOK,1108153,202205,0
112010,JP Morgan USD A/C - NOK,1108153,202206,0
112010,JP Morgan USD A/C - NOK,1108153,202207,0
112010,JP Morgan USD A/C - NOK,1108153,202208,0
112010,JP Morgan USD A/C - NOK,1108153,202209,0
112010,JP Morgan USD A/C - NOK,1108153,202210,0
112010,JP Morgan USD A/C - NOK,1108153,202211,0
112010,JP Morgan USD A/C - NOK,1108153,202212,0
112010,JP Morgan USD A/C - NOK,1108153,202301,233.01
112010,JP Morgan USD A/C - NOK,1108153,201802,0
112010,JP Morgan USD A/C - NOK,1108153,202303,0
112010,JP Morgan USD A/C - NOK,1108153,202304,0
112010,JP Morgan USD A/C - NOK,1108153,202305,0
112010,JP Morgan USD A/C - NOK,1108153,202306,0
112010,JP Morgan USD A/C - NOK,1108153,201807,0
112010,JP Morgan USD A/C - NOK,1108153,202308,0
112010,JP Morgan USD A/C - NOK,1108153,202309,0
112010,JP Morgan USD A/C - NOK,1108153,202310,0
112010,JP Morgan USD A/C - NOK,1108153,202311,0
112010,JP Morgan USD A/C - NOK,1108153,202312,0
112010,JP Morgan USD A/C - NOK,1108153,202401,0
112010,JP Morgan USD A/C - NOK,1108153,202402,0
112010,JP Morgan USD A/C - NOK,1108153,202403,0
112010,JP Morgan USD A/C - NOK,1108153,202404,0
112010,JP Morgan USD A/C - NOK,1108153,202405,0
112010,JP Morgan USD A/C - NOK,1108153,202406,0
112010,JP Morgan USD A/C - NZD,1108154,202001,0
112010,JP Morgan USD A/C - NZD,1108154,202002,0
112010,JP Morgan USD A/C - NZD,1108154,202003,-23745.55
112010,JP Morgan USD A/C - NZD,1108154,202004,0
112010,JP Morgan USD A/C - NZD,1108154,202005,0
112010,JP Morgan USD A/C - NZD,1108154,202006,0
112010,JP Morgan USD A/C - NZD,1108154,202007,-9662.93
112010,JP Morgan USD A/C - NZD,1108154,202008,0
112010,JP Morgan USD A/C - NZD,1108154,202009,0
112010,JP Morgan USD A/C - NZD,1108154,202010,149.27
112010,JP Morgan USD A/C - NZD,1108154,202011,0
112010,JP Morgan USD A/C - NZD,1108154,202012,0
112010,JP Morgan USD A/C - NZD,1108154,202101,0
112010,JP Morgan USD A/C - NZD,1108154,202102,0
112010,JP Morgan USD A/C - NZD,1108154,202103,0
112010,JP Morgan USD A/C - NZD,1108154,202104,0
112010,JP Morgan USD A/C - NZD,1108154,202105,0
112010,JP Morgan USD A/C - NZD,1108154,202106,0
112010,JP Morgan USD A/C - NZD,1108154,202107,0
112010,JP Morgan USD A/C - NZD,1108154,202108,0
112010,JP Morgan USD A/C - NZD,1108154,202109,0
112010,JP Morgan USD A/C - NZD,1108154,202110,0
112010,JP Morgan USD A/C - NZD,1108154,202111,0
112010,JP Morgan USD A/C - NZD,1108154,202112,0
112010,JP Morgan USD A/C - NZD,1108154,202201,-21633
112010,JP Morgan USD A/C - NZD,1108154,202202,-3298.95
112010,JP Morgan USD A/C - NZD,1108154,202203,-30433.31
112010,JP Morgan USD A/C - NZD,1108154,202204,0
112010,JP Morgan USD A/C - NZD,1108154,202205,0
112010,JP Morgan USD A/C - NZD,1108154,202206,0
112010,JP Morgan USD A/C - NZD,1108154,202207,0
112010,JP Morgan USD A/C - NZD,1108154,202208,0
112010,JP Morgan USD A/C - NZD,1108154,202209,0
112010,JP Morgan USD A/C - NZD,1108154,202210,0
112010,JP Morgan USD A/C - NZD,1108154,202211,0
112010,JP Morgan USD A/C - NZD,1108154,202212,0
112010,JP Morgan USD A/C - NZD,1108154,202301,0
112010,JP Morgan USD A/C - NZD,1108154,201802,0
112010,JP Morgan USD A/C - NZD,1108154,202303,0
112010,JP Morgan USD A/C - NZD,1108154,202304,0
112010,JP Morgan USD A/C - NZD,1108154,202305,348.72
112010,JP Morgan USD A/C - NZD,1108154,202306,-344.57
112010,JP Morgan USD A/C - NZD,1108154,201807,0
112010,JP Morgan USD A/C - NZD,1108154,202308,0
112010,JP Morgan USD A/C - NZD,1108154,202309,0
112010,JP Morgan USD A/C - NZD,1108154,202310,0
112010,JP Morgan USD A/C - NZD,1108154,202311,0
112010,JP Morgan USD A/C - NZD,1108154,202312,0
112010,JP Morgan USD A/C - NZD,1108154,202401,0
112010,JP Morgan USD A/C - NZD,1108154,202402,0
112010,JP Morgan USD A/C - NZD,1108154,202403,0
112010,JP Morgan USD A/C - NZD,1108154,202404,0
112010,JP Morgan USD A/C - NZD,1108154,202405,0
112010,JP Morgan USD A/C - NZD,1108154,202406,-1060.94
112010,JP Morgan USD A/C - SGD,1108155,202001,-86296.38
112010,JP Morgan USD A/C - SGD,1108155,202002,0
112010,JP Morgan USD A/C - SGD,1108155,202003,-48440.2
112010,JP Morgan USD A/C - SGD,1108155,202004,-15359.1
112010,JP Morgan USD A/C - SGD,1108155,202005,-26945.74
112010,JP Morgan USD A/C - SGD,1108155,202006,-25498.8
112010,JP Morgan USD A/C - SGD,1108155,202007,2876.03
112010,JP Morgan USD A/C - SGD,1108155,202008,0
112010,JP Morgan USD A/C - SGD,1108155,202009,0
112010,JP Morgan USD A/C - SGD,1108155,202010,0
112010,JP Morgan USD A/C - SGD,1108155,202011,0
112010,JP Morgan USD A/C - SGD,1108155,202012,0
112010,JP Morgan USD A/C - SGD,1108155,202101,0
112010,JP Morgan USD A/C - SGD,1108155,202102,0
112010,JP Morgan USD A/C - SGD,1108155,202103,0
112010,JP Morgan USD A/C - SGD,1108155,202104,0
112010,JP Morgan USD A/C - SGD,1108155,202105,0
112010,JP Morgan USD A/C - SGD,1108155,202106,0
112010,JP Morgan USD A/C - SGD,1108155,202107,0
112010,JP Morgan USD A/C - SGD,1108155,202108,0
112010,JP Morgan USD A/C - SGD,1108155,202109,0
112010,JP Morgan USD A/C - SGD,1108155,202110,0
112010,JP Morgan USD A/C - SGD,1108155,202111,0
112010,JP Morgan USD A/C - SGD,1108155,202112,0
112010,JP Morgan USD A/C - SGD,1108155,202201,0
112010,JP Morgan USD A/C - SGD,1108155,202202,0
112010,JP Morgan USD A/C - SGD,1108155,202203,0
112010,JP Morgan USD A/C - SGD,1108155,202204,0
112010,JP Morgan USD A/C - SGD,1108155,202205,0
112010,JP Morgan USD A/C - SGD,1108155,202206,0
112010,JP Morgan USD A/C - SGD,1108155,202207,0
112010,JP Morgan USD A/C - SGD,1108155,202208,0
112010,JP Morgan USD A/C - SGD,1108155,202209,-856680.55
112010,JP Morgan USD A/C - SGD,1108155,202210,0
112010,JP Morgan USD A/C - SGD,1108155,202211,0
112010,JP Morgan USD A/C - SGD,1108155,202212,0
112010,JP Morgan USD A/C - SGD,1108155,202301,0
112010,JP Morgan USD A/C - SGD,1108155,201802,0
112010,JP Morgan USD A/C - SGD,1108155,202303,0
112010,JP Morgan USD A/C - SGD,1108155,202304,0
112010,JP Morgan USD A/C - SGD,1108155,202305,0
112010,JP Morgan USD A/C - SGD,1108155,202306,0
112010,JP Morgan USD A/C - SGD,1108155,201807,0
112010,JP Morgan USD A/C - SGD,1108155,202308,0
112010,JP Morgan USD A/C - SGD,1108155,202309,0
112010,JP Morgan USD A/C - SGD,1108155,202310,0
112010,JP Morgan USD A/C - SGD,1108155,202311,0
112010,JP Morgan USD A/C - SGD,1108155,202312,0
112010,JP Morgan USD A/C - SGD,1108155,202401,0
112010,JP Morgan USD A/C - SGD,1108155,202402,0
112010,JP Morgan USD A/C - SGD,1108155,202403,0
112010,JP Morgan USD A/C - SGD,1108155,202404,0
112010,JP Morgan USD A/C - SGD,1108155,202405,0
112010,JP Morgan USD A/C - SGD,1108155,202406,0
112010,JP Morgan USD A/C - CAD,1108281,202001,0
112010,JP Morgan USD A/C - CAD,1108281,202002,0
112010,JP Morgan USD A/C - CAD,1108281,202003,0
112010,JP Morgan USD A/C - CAD,1108281,202004,0
112010,JP Morgan USD A/C - CAD,1108281,202005,0
112010,JP Morgan USD A/C - CAD,1108281,202006,0
112010,JP Morgan USD A/C - CAD,1108281,202007,0
112010,JP Morgan USD A/C - CAD,1108281,202008,0
112010,JP Morgan USD A/C - CAD,1108281,202009,0
112010,JP Morgan USD A/C - CAD,1108281,202010,0
112010,JP Morgan USD A/C - CAD,1108281,202011,0
112010,JP Morgan USD A/C - CAD,1108281,202012,0
112010,JP Morgan USD A/C - CAD,1108281,202101,0
112010,JP Morgan USD A/C - CAD,1108281,202102,0
112010,JP Morgan USD A/C - CAD,1108281,202103,0
112010,JP Morgan USD A/C - CAD,1108281,202104,0
112010,JP Morgan USD A/C - CAD,1108281,202105,0
112010,JP Morgan USD A/C - CAD,1108281,202106,0
112010,JP Morgan USD A/C - CAD,1108281,202107,0
112010,JP Morgan USD A/C - CAD,1108281,202108,0
112010,JP Morgan USD A/C - CAD,1108281,202109,0
112010,JP Morgan USD A/C - CAD,1108281,202110,0
112010,JP Morgan USD A/C - CAD,1108281,202111,0
112010,JP Morgan USD A/C - CAD,1108281,202112,0
112010,JP Morgan USD A/C - CAD,1108281,202201,0
112010,JP Morgan USD A/C - CAD,1108281,202202,0
112010,JP Morgan USD A/C - CAD,1108281,202203,0
112010,JP Morgan USD A/C - CAD,1108281,202204,0
112010,JP Morgan USD A/C - CAD,1108281,202205,0
112010,JP Morgan USD A/C - CAD,1108281,202206,0
112010,JP Morgan USD A/C - CAD,1108281,202207,0
112010,JP Morgan USD A/C - CAD,1108281,202208,0
112010,JP Morgan USD A/C - CAD,1108281,202209,0
112010,JP Morgan USD A/C - CAD,1108281,202210,0
112010,JP Morgan USD A/C - CAD,1108281,202211,0
112010,JP Morgan USD A/C - CAD,1108281,202212,0
112010,JP Morgan USD A/C - CAD,1108281,202301,0
112010,JP Morgan USD A/C - CAD,1108281,201802,0
112010,JP Morgan USD A/C - CAD,1108281,202303,0
112010,JP Morgan USD A/C - CAD,1108281,202304,0
112010,JP Morgan USD A/C - CAD,1108281,202305,0
112010,JP Morgan USD A/C - CAD,1108281,202306,0
112010,JP Morgan USD A/C - CAD,1108281,201807,0
112010,JP Morgan USD A/C - CAD,1108281,202308,0
112010,JP Morgan USD A/C - CAD,1108281,202309,0
112010,JP Morgan USD A/C - CAD,1108281,202310,0
112010,JP Morgan USD A/C - CAD,1108281,202311,0
112010,JP Morgan USD A/C - CAD,1108281,202312,0
112010,JP Morgan USD A/C - CAD,1108281,202401,0
112010,JP Morgan USD A/C - CAD,1108281,202402,0
112010,JP Morgan USD A/C - CAD,1108281,202403,0
112010,JP Morgan USD A/C - CAD,1108281,202404,0
112010,JP Morgan USD A/C - CAD,1108281,202405,0
112010,JP Morgan USD A/C - CAD,1108281,202406,0
112010,JP Morgan USD A/C - EUR,1108282,202001,0
112010,JP Morgan USD A/C - EUR,1108282,202002,0
112010,JP Morgan USD A/C - EUR,1108282,202003,0
112010,JP Morgan USD A/C - EUR,1108282,202004,0
112010,JP Morgan USD A/C - EUR,1108282,202005,0
112010,JP Morgan USD A/C - EUR,1108282,202006,0
112010,JP Morgan USD A/C - EUR,1108282,202007,0
112010,JP Morgan USD A/C - EUR,1108282,202008,0
112010,JP Morgan USD A/C - EUR,1108282,202009,0
112010,JP Morgan USD A/C - EUR,1108282,202010,0
112010,JP Morgan USD A/C - EUR,1108282,202011,0
112010,JP Morgan USD A/C - EUR,1108282,202012,0
112010,JP Morgan USD A/C - EUR,1108282,202101,0
112010,JP Morgan USD A/C - EUR,1108282,202102,0
112010,JP Morgan USD A/C - EUR,1108282,202103,0
112010,JP Morgan USD A/C - EUR,1108282,202104,0
112010,JP Morgan USD A/C - EUR,1108282,202105,0
112010,JP Morgan USD A/C - EUR,1108282,202106,0
112010,JP Morgan USD A/C - EUR,1108282,202107,0
112010,JP Morgan USD A/C - EUR,1108282,202108,0
112010,JP Morgan USD A/C - EUR,1108282,202109,0
112010,JP Morgan USD A/C - EUR,1108282,202110,0
112010,JP Morgan USD A/C - EUR,1108282,202111,0
112010,JP Morgan USD A/C - EUR,1108282,202112,0
112010,JP Morgan USD A/C - EUR,1108282,202201,0
112010,JP Morgan USD A/C - EUR,1108282,202202,0
112010,JP Morgan USD A/C - EUR,1108282,202203,0
112010,JP Morgan USD A/C - EUR,1108282,202204,0
112010,JP Morgan USD A/C - EUR,1108282,202205,0
112010,JP Morgan USD A/C - EUR,1108282,202206,0
112010,JP Morgan USD A/C - EUR,1108282,202207,0
112010,JP Morgan USD A/C - EUR,1108282,202208,0
112010,JP Morgan USD A/C - EUR,1108282,202209,0
112010,JP Morgan USD A/C - EUR,1108282,202210,0
112010,JP Morgan USD A/C - EUR,1108282,202211,0
112010,JP Morgan USD A/C - EUR,1108282,202212,0
112010,JP Morgan USD A/C - EUR,1108282,202301,0
112010,JP Morgan USD A/C - EUR,1108282,201802,0
112010,JP Morgan USD A/C - EUR,1108282,202303,0
112010,JP Morgan USD A/C - EUR,1108282,202304,0
112010,JP Morgan USD A/C - EUR,1108282,202305,0
112010,JP Morgan USD A/C - EUR,1108282,202306,0
112010,JP Morgan USD A/C - EUR,1108282,201807,0
112010,JP Morgan USD A/C - EUR,1108282,202308,0
112010,JP Morgan USD A/C - EUR,1108282,202309,0
112010,JP Morgan USD A/C - EUR,1108282,202310,0
112010,JP Morgan USD A/C - EUR,1108282,202311,0
112010,JP Morgan USD A/C - EUR,1108282,202312,0
112010,JP Morgan USD A/C - EUR,1108282,202401,0
112010,JP Morgan USD A/C - EUR,1108282,202402,0
112010,JP Morgan USD A/C - EUR,1108282,202403,0
112010,JP Morgan USD A/C - EUR,1108282,202404,0
112010,JP Morgan USD A/C - EUR,1108282,202405,0
112010,JP Morgan USD A/C - EUR,1108282,202406,0
112010,JP Morgan USD A/C - GBP,1108283,202001,0
112010,JP Morgan USD A/C - GBP,1108283,202002,0
112010,JP Morgan USD A/C - GBP,1108283,202003,0
112010,JP Morgan USD A/C - GBP,1108283,202004,0
112010,JP Morgan USD A/C - GBP,1108283,202005,-100779.3
112010,JP Morgan USD A/C - GBP,1108283,202006,99258.18
112010,JP Morgan USD A/C - GBP,1108283,202007,0
112010,JP Morgan USD A/C - GBP,1108283,202008,0
112010,JP Morgan USD A/C - GBP,1108283,202009,0
112010,JP Morgan USD A/C - GBP,1108283,202010,0
112010,JP Morgan USD A/C - GBP,1108283,202011,0
112010,JP Morgan USD A/C - GBP,1108283,202012,0
112010,JP Morgan USD A/C - GBP,1108283,202101,0
112010,JP Morgan USD A/C - GBP,1108283,202102,0
112010,JP Morgan USD A/C - GBP,1108283,202103,1786.99
112010,JP Morgan USD A/C - GBP,1108283,202104,0
112010,JP Morgan USD A/C - GBP,1108283,202105,0
112010,JP Morgan USD A/C - GBP,1108283,202106,0
112010,JP Morgan USD A/C - GBP,1108283,202107,0
112010,JP Morgan USD A/C - GBP,1108283,202108,0
112010,JP Morgan USD A/C - GBP,1108283,202109,0
112010,JP Morgan USD A/C - GBP,1108283,202110,0
112010,JP Morgan USD A/C - GBP,1108283,202111,0
112010,JP Morgan USD A/C - GBP,1108283,202112,0
112010,JP Morgan USD A/C - GBP,1108283,202201,0
112010,JP Morgan USD A/C - GBP,1108283,202202,0
112010,JP Morgan USD A/C - GBP,1108283,202203,0
112010,JP Morgan USD A/C - GBP,1108283,202204,0
112010,JP Morgan USD A/C - GBP,1108283,202205,0
112010,JP Morgan USD A/C - GBP,1108283,202206,0
112010,JP Morgan USD A/C - GBP,1108283,202207,0
112010,JP Morgan USD A/C - GBP,1108283,202208,0
112010,JP Morgan USD A/C - GBP,1108283,202209,0
112010,JP Morgan USD A/C - GBP,1108283,202210,0
